Drug_ID	Drug	Y
53255430	"CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)Cl)F"	1
53255396	"CC1=CC(=NO1)N[S+](=O)(C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)F)F)[O-]"	0
53255428	"CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)F)Cl"	1
2964643	"CCCCC1CCC(CC1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3"	1
77623	"C1CCC2=C(C1)N=C3CCCCC3=N2"	1
53277	"CC1C(OC2=C(C1=O)C(=C3C(=C2)C(=C(C=C3O)O)C4=C(C=C(C5=C(C6=C(C=C54)OC(C(C6=O)C)C)O)O)O)O)C"	0
244989	"CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4C)N"	0
72512	"CC1=C2C=CN=CC2=C(C3=C1NC4=C3C=C(C=C4)OC)C"	1
3430748	"COC1C(CC2CN3CCC4=C(C3CC2C1CO)NC5=C4C=CC(=C5)OC)O"	0
257275	"CC1CCC2C(C3(C1(C=CC3=O)O)C)OC(=O)C2=C"	1
70346	"CN1C2=C(C(=O)N(C1=O)C)NC(=O)N2"	0
135454041	"C1=CN(C2=C1C(=O)NC=N2)C3C(C(C(O3)CO)O)O"	0
67183	"CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2"	0
127030712	"C1CN(CCN(C1)C2=CC3=C(C=CC(=C3N=C2)O)C(=O)O)CCC4=CC=CC5=CC=CC=C54"	1
4887233	"CC1=NN(C2=C1C(=C(C(=N2)N)C#N)C3=CC(=C(C=C3)O)OC)C4=CC=C(C=C4)F"	1
53255392	"C1=CC(=CC=C1NC(=O)CC2=CC(=C(C=C2)Cl)Cl)S(=O)(=O)NC3=NN=CS3"	0
53255407	"C1=CC(=CC=C1NC(=O)CC2=CC(=C(C=C2)Cl)Cl)S(=O)(=O)NC3=CN=CN=C3"	0
136141526	"CC1=NN(C2=NC=CC(=C12)C3=CC(=C(C=C3)O)OC)C4=CC=CC(=C4)C(F)(F)F"	1
44449050	"C1CNCCC1NC2=CC=CC(=N2)C3=CN=C4N3C=C(C=C4)Cl"	1
24808465	"CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC=C(N4C3=NC=N4)C5=CC=C(C=C5)C(=O)N"	1
9911830	"CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl"	1
16747388	"CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=C4C=NN(C4=NC(=N3)C5=CN=CC=C5)C"	1
56593345	"CCOC1=CC=CC=C1C(=O)NC2=C(C=NC=C2)C(=O)NC3=CC(=CC=C3)S(=O)(=O)C(F)(F)F"	1
56593347	"CCOC1=CC=CC=C1C(=O)NC2=C(N=CC=C2)C(=O)NC3=CC(=CC=C3)S(=O)(=O)C(F)(F)F"	0
57383401	"CN1C2=C(C=CC(=C2)C(=O)NCCN3CCCC3)[S@@](=O)C4=CC=CC=C4C1=O"	1
11155874	"C1=CC=C(C=C1)COC2=CC(=CC=C2)SC3=CC(=C(C=C3)CCC(CO)(CO)N)Cl"	1
57441923	"C[C@@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOC[C@H]5C"	1
25022668	"C1CCC(C1)C2=C(C=CC(=C2)C3=CNC4=C3C=C(C=N4)C5=CC=CC=C5)C(=O)O"	1
11364421	"CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C"	1
70789373	"CC1=C(C=C(C=C1)C2=CSC(=N2)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4)C"	1
70789504	"C1=CC(=CC=C1C2=CSC(=N2)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4)F"	1
70789429	"CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=C(C=C4)C#N)C"	1
70789459	"CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=C(C=C4)C5=NNN=N5)C"	0
136259025	"CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=C(C=C4)C5=NOC(=O)N5)C"	0
39732056	"CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=C(C=C2)OC)S(=O)(=O)N(C)C"	1
73265220	"COC1=CC(=CN2C1=NC=C2C3=NC(=CC=C3)NC4CNC4)Cl"	0
70789518	"CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=NC=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4"	0
11625818	"CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5"	1
71660739	"C1COCCN1S(=O)(=O)C2=CN=C(S2)N"	1
42560685	"CC(=O)NC1=NC=C(S1)S(=O)(=O)N2CCOCC2"	1
2566614	"C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC=CC=C3N4C=NN=N4"	0
45279469	"CC1=C(C=C(C=C1)C(=O)N)NC2=NC=CC(=N2)C3=CN(C4=C3C=CN=C4)C(C)C"	1
9929127	"CC1=C(C=CC=N1)C(=O)NC2=C3C(=CC(=C2OC)Cl)C4=C(N3)C=NC=C4"	1
11167602	"CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F"	0
5330790	"C1=CC(=C(C(=C1)F)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F"	0
24826799	"CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5"	1
135423438	"CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O"	1
17754438	"C1=CC2=C(C=CC(=C2)CN3C4=NC(=CN=C4N=N3)C5=CN(N=C5)CCO)N=C1"	1
25102847	"COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F"	1
22049997	"CC1=C(C=C(C=C1)C(=O)NC)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C"	1
46191454	"CC(C)CC(=O)NC1=NNC2=C1CN(C2(C)C)C(=O)C3CCN(CC3)C"	0
11858109	"CN1C(=O)C(=CN=C1NC2=CC=C(C=C2)F)C3=CC(=C(C=C3)OC4=C5C=C(C(=CC5=NC=C4)OCCCN6CCOCC6)OC)F"	1
70701453	"COC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C(=O)O"	0
70701452	"CNC1=C(N=C(O1)C2=CC=C(C=C2)C3=CC=CC=C3)C#N"	1
70701455	"C1=CC=C(C=C1)NC2=C(N=C(O2)C3=CC=CC4=CC=CC=C43)C#N"	1
70701370	"C1=CC(=CC(=C1)O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3"	0
70701424	"C1=CC2=C(C(=C1)CNC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4)NC=C2"	0
70701436	"COC1=CC=CC(=C1O)C(=O)NC2=CC=C(C=C2)[S+](=O)(NC3=NC=CS3)[O-]"	0
70701369	"COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)C(=O)NC3=NC=CS3"	1
70701419	"COC1=C(C=C(C=C1)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)O"	1
46943432	"CCNC(=O)C[C@H]1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C"	1
2746	"CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N"	0
70701433	"COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC=N3"	1
2826191	"C1=CC=C(C=C1)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3C(=O)O"	0
70701426	"COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4S3"	1
44251608	"C[C@@H]1CC2=C([C@@]3(N1)C4=C(C=CC(=C4)Cl)NC3=O)NC5=CC(=C(C=C25)F)Cl"	1
70701446	"C1=CC=C(C(=C1)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)N"	0
70701404	"COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CN=C(C=C3)N4CCNCC4"	1
71295999	"C1=CC=C2C(=C1)C(=NC(=N2)N3C=CN=C3)NC4=CC(=C(C=C4)F)F"	1
71296015	"C1=CC=C2C(=C1)C(=NC(=N2)NC3=CC=NC=C3)NC4=CC(=C(C=C4)F)F"	1
70701400	"COC1=CC(=C(C=C1)O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3"	0
70701373	"C1=CC(=C(C(=C1)[N+](=O)[O-])O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3"	1
70701407	"C1=CC(=C(C(=C1)N)O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3"	0
60167865	"CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4C5COC5"	0
70701386	"C1=CC(=CC=C1NCC2=C(C=C(C=C2)N)O)[S+](=O)(NC3=NC=CS3)[O-]"	0
70701395	"C1=CC(=CC=C1NCC2=C(C(=CC(=C2)F)Cl)O)[S+](=O)(NC3=NC=CS3)[O-]"	1
70701383	"COC1=CC=CC(=C1N)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3"	1
866988	"CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC=C(C=C2)OC"	1
775964	"CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC=C(C=C2)Cl"	1
9968854	"C1COCCN1CC2=CC=C(C=C2)C3=CC(=C(S3)C(=O)N)NC(=O)N"	1
4823	"CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=CC=C(C=C4)OC"	1
60167861	"CC1=CN=C(N=C1NCC2CCN(CC2)C3=CN=CC=C3)C4=CC=CC=C4C5COC5"	0
71668132	"C1CN(CCN1)C2=CC(=O)N3C(=N2)SC(=N3)C4=CC(=CN=C4)NC(=O)CN"	0
10475633	"CC(C)(CNC(=O)CC1CCC2(CC1)OC3(C4CC5CC(C4)CC3C5)OO2)N"	1
1157499	"CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=C(C4=CC=CC=C4O3)C"	1
723570	"CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)Cl)CC3=CC=C(C=C3)Cl"	1
42654850	"C1C(C2=C(NC1=O)N=C(S2)N)C3=C(C=CC(=C3)Cl)F"	1
16764667	"COC1=C(C=C(C=C1)C2CC(=O)NC3=C2SC(=N3)N)OC"	1
1977357	"CC(C)C1=NC2=C(C3=C1COC(C3)(C)C)C4=C(O2)C(=NC=N4)NCCN(C)C"	1
9451481	"C1COCCN1C(=O)CC2=CC=C(S2)C3=CSC(=N3)NC4=CC=C(C=C4)F"	1
17464141	"CC1=CC(=CC=C1)NC2=NC(=CS2)C3=CC=C(O3)CNC(=O)C"	1
135656053	"C1C(C2=C(NN=C2NC1=O)NC3=CC=CC=C3)C4=CC=C(C=C4)OCC(=O)N"	0
999758	"CCN1CCC2=C(C1)SC(=C2C(=O)N)NC(=O)NC3=CC(=C(C=C3)Cl)Cl"	1
16955992	"CCOC1=CC=C(C=C1)N2CC(CC2=O)C3=NC(=NO3)C4=CC=CC=N4"	1
4774787	"C1=CN2C(=CC(=N2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)N)N=C1"	1
31060889	"CC1=CC(=CC(=C1)NC2=NC(=CS2)C3=CC=C(O3)CNC(=O)C)C"	1
70789494	"CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC(=CC=C4)Cl"	1
70701409	"CN(CC1=C(C(=CC=C1)OC)O)C2=CC=C(C=C2)[S+](=O)(NC3=NC=CS3)[O-]"	1
70789442	"CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)Cl"	1
70789474	"CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC(=C(C=C4)Cl)Cl"	1
70789486	"CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)F"	1
70789417	"CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)C5=CC=CC=C5"	0
70701435	"CC1=CSC(=N1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=C(C(=CC=C3)OC)O"	1
70701378	"COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4N3"	1
70701414	"CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=C(C(=CC=C3)OC)O"	1
70701382	"COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CC=N3"	1
70701365	"C1CNC2=C1C=CC=C2CNC3=CC=C(C=C3)[S+](=O)(NC4=NC=CS4)[O-]"	1
70789475	"CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC(=CS4)Br"	0
71296011	"C1=CC=C(C=C1)C2=CC(=NC(=N2)NC3=CC(=C(C=C3)F)F)C4=CC=NC=C4"	0
2331198	"COC1=C(C=C(C=C1)/C=C/2\C3=CC=CC=C3NC2=O)O"	1
1478221	"C1=CC=C2C(=C1)/C(=C/C3=CC(=CC=C3)C(=O)O)/C(=O)N2"	0
70701397	"COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC(=CC=C3)N4CCNCC4"	1
72710613	"C1=CC\2=C(C(=C1)Cl)NC(=O)/C2=C/C3=CC(=C(C(=C3)Cl)O)Cl"	1
72710618	"C1=CC\2=C(C=C1Cl)NC(=O)/C2=C/C3=CC(=C(C(=C3)Cl)O)Cl"	1
17982593	"C1=CC2=C(C=C1Cl)/C(=C\C3=CC(=C(C(=C3)Cl)O)Cl)/C(=O)N2"	1
72710611	"C1=CC2=C(C(=C1)Cl)/C(=C\C3=CC(=C(C(=C3)Cl)O)Cl)/C(=O)N2"	1
334157	"C1=CC(=CC=C1NC(=O)C2=CC=NC=C2)S(=O)(=O)NC3=NC=CS3"	0
70789356	"C1=CC(=CC=C1NC(=O)CC2=NC3=C(N2)C=C(C=C3)Cl)S(=O)(=O)NC4=NC=CS4"	0
70789375	"CC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CC(=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4"	1
70789470	"C1=CC(=CC=C1NC(=O)CC2=CC(=C(C=C2)F)Cl)S(=O)(=O)NC3=NC=C(S3)C#N"	0
1098727	"C1=CC(=CN=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3"	0
70789537	"C1=CC=C2C(=C1)C(=CC=N2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4"	0
70789399	"C1=CC=C(C=C1)C2=NC=CC(=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4"	0
70789478	"CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=CC=C(C=C3)C4=NNN=N4"	0
70701364	"COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)N4CCNCC4"	1
70701408	"C1CN(CCN1)C2=CC=C(C=C2)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C(=CC=C4)Cl)O)[O-]"	0
70701402	"C1CN(CCN1)C2=CC=C(C=C2)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Br)O)[O-]"	0
70701431	"C1CN(CCN1)C2=CC=C(C=C2)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Cl)O)[O-]"	0
1292054	"C1=CC=C2C(=C1)C=CC=C2C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4"	1
2147590	"C1=CC=C2C=C(C=CC2=C1)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4"	0
1548400	"C1=CC=C(C=C1)CC(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3"	0
1115153	"C1=CC=C(C=C1)CCC(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3"	0
70789400	"C1=CC=C2C=C(C=CC2=C1)CC(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4"	1
1582687	"C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=C(C=C4)S(=O)(=O)NC5=NC=CS5"	0
70789430	"C1=CC(=CC=C1NC(=O)C2=CC=NN2)[S+](=O)(NC3=NC=CS3)[O-]"	0
70789466	"C1=CC(=CC=C1NC(=O)C2=NC=NN2)[S+](=O)(NC3=NC=CS3)[O-]"	0
70789419	"CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C(=O)O"	0
70701410	"C1CNCCC1C2=CC=C(C=C2)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Br)O)[O-]"	0
70701420	"C1CNCCC1C2=CC=C(C=C2)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Cl)O)[O-]"	0
52912189	"CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)N=CC4=C3N(C(=O)N4)[C@H](C)C5=CC=CC=N5)OC"	1
57339144	"C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCC5)NC6=CC=CC=C6"	0
72187536	"CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC6=CC=CC=C6C=C5)C"	0
1450448	"CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)C5=CC6=C(C=C5)OCO6)C"	1
71771109	"CC1=CC(=C(N1)C(=O)NC2=CC(=C(C=C2)OC)[S+](=O)(NC3=CC=C(C=C3)Br)[O-])C"	1
71771097	"CC1=C(C(=CC=C1)C)C(=O)NC2=CC(=C(C=C2)OC)[S+](=O)(N(C)C)[O-]"	1
24944925	"CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)N4C=CN=C4"	1
70789411	"CC(=O)NC1=NC=C(S1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4"	1
70789446	"CC1=C(C(=NO1)C)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4"	1
70789370	"C1CC2=C(C=CC(=C2)S(=O)(=O)NC3=C(C=CN=C3)C(=O)NC4=NC(=CS4)C5=CC=CC=C5)NC(=O)C1"	0
70789460	"C1=CC=C(C=C1)C2=CSC(=N2)NS(=O)(=O)C3=CC=C(C=C3)NC(=O)C4=CC5=CC=CC=C5C=C4"	0
70789510	"CN1C=C(N=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4"	0
70789412	"C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=C(C=C4)C#N"	1
2132664	"C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4"	0
70701434	"COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=C(S3)C4=CC=CC=C4"	1
70701432	"COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4O3"	1
72183101	"C1=CC(=CN=C1)C2=CC=C(O2)C(=O)NC3=NC=C(S3)CC4=CC=C(C=C4)C(F)(F)F"	1
11248978	"C1CN2C=C(C3=CC=CC(=C32)CN1C(=O)N4CCOCC4)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7"	1
70789679	"C1=CC=C2C(=C1)C(=NC(=N2)C3=CC(=O)NC=C3)NC4=CC(=C(C=C4)F)F"	1
70789651	"COC1=CC(=CC(=N1)OC)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F"	1
70789359	"CC1=CC=C(C=C1)CNC2=CC=CC=C2C(=O)NC3=NC(=CS3)C4=CC=CC=C4"	1
70789672	"COC1=NC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F"	1
70789674	"COC1=NC=CC(=C1Cl)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F"	1
70789675	"C1=CC=C2C(=C1)C(=NC(=N2)C3=CC(=NC=C3)F)NC4=CC(=C(C=C4)F)F"	1
70789345	"C1=CC(=CC=C1C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=C(C=C4)F)F"	1
70789522	"C1=CC=C(C(=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)F)Cl"	1
70789690	"C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CC(=CC=C5)OC(F)(F)F)F"	1
70789695	"C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CC=C(C=C5)F)F"	1
70789663	"C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CC(=CC=C5)C(F)(F)F)F"	1
70789682	"C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CC6=C(C=C5)NN=C6)F"	1
70789655	"C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CC(=CC=C5)F)F"	1
70789694	"C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CC(=C(C(=C5)F)F)F)F"	1
70789666	"C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CC(=CC=C5)OC(F)F)F"	1
70789698	"C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)OC(F)(F)F)F"	1
26951683	"CC(=O)NC1=CC(=C(C=C1)OC)S(=O)(=O)NC2=CC=C(C=C2)Br"	1
46663817	"CC1=C(NC(=C1C(=O)C)C)C(=O)N(C)C"	1
71771102	"CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(NC3=CC=CC=N3)[O-]"	1
71771081	"CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(NC3=CC=NC=C3)[O-]"	0
71771087	"CC1=C(C(=NC=C1)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(N(C)C)[O-]"	1
71771093	"CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(NC3=CC=C(C=C3)C#N)[O-]"	1
71771076	"CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(NC3=CC=C(C=C3)NC(=O)C)[O-]"	1
71771067	"CCC1=C(C=C(C=C1)NC(=O)C2=C(C(=C(N2)C)C(=O)C)C)[S+](=O)(NC3=CC=CC=C3C#N)[O-]"	1
49846579	"CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C"	0
10430360	"C1CCN(CC1)CCOC2=CC=CC(=C2)C3=NNC4=C3C=C(C=C4)C5=NC=NN5"	0
44205240	"CCS(=O)(=O)N1CC(C1)(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3"	1
25161177	"C[C@H](C1=NC=C(S1)C(=O)NC2=NC=C(C(=C2)C(F)(F)F)Cl)NC(=O)C3=C(C(=NC=N3)N)Cl"	1
73265337	"CC[C@@H](C(=O)N1C[C@H](C[C@@H]1CC2=C(NC3=C2C=CC(=C3)F)C4=C(C5=C(N4)C=C(C=C5)F)C[C@@H]6C[C@@H](CN6C(=O)[C@H](CC)NC(=O)[C@H](C)NC)O)O)NC(=O)[C@H](C)NC"	0
135398495	"C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5"	0
50515	"CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N"	1
73265297	"CC[C@@H]1CC[C@H]2[C@@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)C=C[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C"	0
6852167	"CC1=C(SC(=N1)NC(=O)C)C2=CC(=C(C=C2)Cl)S(=O)(=O)NCCO"	1
9549295	"CCCNC(=O)NC1=C(C=C(C=C1)OC2=NC=NC3=CC(=C(C=C32)OC)OC)Cl"	1
11175137	"C1CNCCC1(C2=CC=C(C=C2)C3=CNN=C3)C4=CC=C(C=C4)Cl"	1
16718576	"CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C"	1
11978790	"CN1C2=CN=C3C=CC(=CC3=C2N(C1=O)C4=CC(=C(C=C4)N5CCNCC5)C(F)(F)F)C6=CN=C(C=C6)OC"	0
54575456	"CN(CC1=CC2=C(S1)C(=NC(=N2)C3=CN=C(C=C3)OC)N4CCOCC4)C5=NC=C(C=N5)C(=O)NO"	1
5311510	"C1=CC(=CC(=C1)C(=O)N)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F"	1
9934347	"CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCOCC4)OC"	1
10200390	"COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC"	1
72187547	"C1=CC=C(C=C1)C2=NC=C(N2)C(=O)NC3=NC=C(S3)CC4=CC=C(C=C4)C(F)(F)F"	0
56963315	"C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4"	0
73424672	"CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=C(C=C2)OC)[S+](=O)(NC3=CC=CC=C3C#N)[O-]"	1
73424673	"CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=C(C=C2)OC)[S+](=O)(NC3=CC=C(C=C3)C#N)[O-]"	1
